ID,Name,PhoneNumber,Address,CostRange,Cuisine
3085,'Spitz',(612) 584-4922,'518 E Hennepin Ave',1,"'Mediterranean,Bars,Vegetarian'"
3086,'Naf Naf Grill',(952) 855-7707,'13250 Technology Dr',1,"'Middle Eastern,Salad,Falafel'"
3087,'Kyatchi',(612) 236-4429,'3758 Nicollet Ave',1,"'Japanese,Sushi Bars'"
3088,'Thai Street Market',(651) 488-0531,'1665 Rice St',1,'Thai'
3089,'Raising Cane’s Chicken Fingers',(612) 378-3243,'825 Washington Ave SE',1,'Fast Food'
3090,'On’s Thai Kitchen',(651) 330-9664,'1613 University Ave W',1,'Thai'
3091,'Athens Cafe',(763) 504-0757,'4080 W Broadway Ave',1,'Greek'
3092,'Mim’s Cafe',(651) 646-0456,'1435 N Cleveland Ave',1,"'Middle Eastern,Vegetarian'"
3093,'Broders Cucina Italiana',(612) 925-3113,'2308 W 50th St',1,'Italian'
3094,'St Paul Bagelry',(651) 488-1700,'1702 Lexington Ave N',1,"'Bagels,Coffee & Tea,Breakfast & Brunch'"
3095,'Lyn 65 Kitchen & Bar',(612) 353-5501,'6439 Lyndale Ave S',1,"'American (New),Cocktail Bars'"
3096,'Borough',(612) 354-3135,'730 N Washington Ave',1,'American (New)'
3097,'Zumbro Cafe',(612) 920-3606,'2803 W 43rd St',1,"'American (New),Breakfast & Brunch,Cafes'"
3098,'Wally’s Falafel and Hummus',(612) 746-4776,'423 14th Ave SE',1,"'Middle Eastern,Falafel'"
3099,'The Cove',(612) 236-4628,'1320 5th St SE',1,"'Poke,Asian Fusion'"
3100,'Smack Shack',(612) 259-7288,'603 N Washington Ave',1,"'Seafood,American (Traditional),Bars'"
3101,'Groveland Tap',(651) 699-5058,'1834 St Clair Ave',1,"'American (Traditional),Beer Bar'"
3102,'Day Block Brewing Company - Pizza Place & Brewpub',(612) 617-7793,'1105 Washington Ave S',1,"'Pizza,Breweries,Pubs'"
3103,'Hodges Bend',(612) 353-1403,'2700 University Ave W',1,"'Cocktail Bars,Breakfast & Brunch,Coffee & Tea'"
3104,'Hen House Eatery',(612) 345-4664,'114 S 8th St',1,"'Breakfast & Brunch,American (Traditional),Beer Bar'"
3105,'Vellee Deli',(612) 236-4856,'109 S 7th St',1,"'Asian Fusion,Mexican'"
3106,'The Uptowner Café on Grand',(651) 224-0406,'1100 Grand Ave',1,"'Breakfast & Brunch,Cafes,Soup'"
3107,'Sen Yai Sen Lek',(612) 781-3046,'2422 Central Ave NE',1,'Thai'
3108,'La Loma Tamales',(612) 870-3645,'920 E Lake St',1,"'Mexican,Breakfast & Brunch,Fast Food'"
3109,'Munkabeans',(952) 938-9056,'1206 Mainstreet',1,"'Coffee & Tea,Sandwiches,Cafes'"
3110,'Fhima’s',(612) 353-4792,'40 S 7th St',1,''
3111,'Grand Catch',(651) 348-8541,'1672 Grand Ave',1,"'Seafood,Cajun/Creole,Vietnamese'"
3112,'Punch Neapolitan Pizza - Grand Ave',(651) 602-6068,'769 Grand Ave',1,'Pizza'
3113,'La Fresca',(612) 825-4142,'4750 Grand Ave S',1,'Mexican'
3114,'Caffè Biaggio',(651) 917-7997,'2356 University Ave W',1,'Italian'
3115,'Cossetta Alimentari',(651) 222-3476,'211 7th St W',1,"'Italian,Pizza'"
3116,'Naf Naf Grill',(763) 270-5609,'12725 Elm Creek Pkwy',1,"'Middle Eastern,Salad,Falafel'"
3117,'Bolé Ethiopian Cuisine',(651) 917-9332,'490 N Synidicate St',1,'Ethiopian'
3118,'Pizza Luce',(612) 333-7359,'119 N 4th St',1,"'Pizza,Italian'"
3119,'New Bohemia - Roseville',(651) 797-4149,'2730 Snelling Ave N',1,"'American (New),Beer Bar,Pretzels'"
3120,'Taqueria La Hacienda',(612) 822-2715,'334 E Lake St',1,'Mexican'
3121,'Rock Elm Tavern',(763) 208-4451,'16605 County Rd 24',1,"'American (New),Burgers,Bars'"
3122,'Shantytown Grill',(952) 881-7223,'8512 Pillsbury Ave S',1,"'Burgers,American (Traditional),Dive Bars'"
3123,'Kafe 421',(612) 623-4900,'421 14th Ave SE',1,"'Greek,Mediterranean'"
3124,'Dar’s Double Scoop',(651) 489-2422,'1048 Rice St',1,"'Ice Cream & Frozen Yogurt,Pizza'"
3125,'Handsome Hog',(651) 340-7710,'203 6th St E',1,"'Southern,Waffles,Cocktail Bars'"
3126,'Mercy Bar & Dining Room',(612) 252-7000,'901 Hennepin Ave',1,"'American (Traditional),Seafood,Cocktail Bars'"
3127,'Fletcher’s Ice Cream',(612) 345-4938,'1509 Marshall St NE',2,''
3128,'Muddy Waters',(612) 872-2232,'2933 Lyndale Ave S',1,"'Bars,Coffee & Tea,American (New)'"
3129,'Empire Coffee + Pastry',(612) 331-3877,'451 Stinson Blvd',1,"'Bakeries,Cafes'"
3130,'Terzo',(612) 925-0330,'2221 W 50th St',1,"'Italian,Wine Bars'"
3131,'Green + The Grain',(612) 341-9000,'800 LaSalle Ave',1,"'Food Trucks,Salad,Wraps'"
3132,'Campiello - Eden Prairie',(952) 941-6868,'6411 City West Pkwy',1,"'Italian,Bars'"
3133,'Piada Italian Street Food',(952) 303-5458,'60 E Broadway',1,"'Italian,Salad,Wraps'"
3134,'Highland Grill',(651) 690-1173,'771 Cleveland Ave S',1,"'Cocktail Bars,Breakfast & Brunch'"
3135,'Pajarito',(651) 340-9545,'605 7th St W',1,'Mexican'
3136,'Fireroast Coffee and Wine Bar',(612) 724-9895,'3800 37th Ave S',1,"'Cafes,Breakfast & Brunch,Wine Bars'"
3137,'The St. Paul Grill',(651) 224-7455,'350 Market St',1,"'American (Traditional),Breakfast & Brunch'"
3138,'Waffle Bar',(612) 353-4524,'2758 Lyndale Ave S',1,'Waffles'
3139,'Trio Plant-based',(612) 326-1326,'610 W Lake St',2,''
3140,'Hovie’s',(651) 452-2753,'1450 Yankee Doodle Rd',1,"'Breakfast & Brunch,American (Traditional)'"
3141,'Mercury Dining Room and Rail',(612) 728-1111,'505 Marquette Ave S',1,"'Diners,Breakfast & Brunch,Bars'"
3142,'Eat Street Social',(612) 767-6850,'18 W 26th St',1,"'Bars,American (Traditional),Breakfast & Brunch'"
3143,'Sanctuary',(612) 339-5058,'903 Washington Ave S',1,'American (New)'
3144,'Christos Greek Restaurant',(612) 871-2111,'2632 Nicollet Ave',1,'Greek'
3145,'Skinners Pub & Eatery',(651) 228-1947,'919 Randolph Ave',1,"'Pubs,Pizza,American (Traditional)'"
3146,'Buster’s on 28th',(612) 729-0911,'4204 28th Ave S',1,"'Gastropubs,American (Traditional)'"
3147,'Aurelia’s Authentic Mexican Food',(952) 426-1597,'16388 Wagner Way',1,'Mexican'
3148,'Maverick’s Real Roast Beef',(651) 493-9672,'1746 Lexington Ave N',1,"'Barbeque,Sandwiches'"
3149,'Bukhara Indian Bistro',(952) 476-7997,'15718 Wayzata Blvd E',1,"'Indian,Desserts,Seafood'"
3150,'Thai Café',(651) 225-8231,'371 University Ave W',1,'Thai'
3151,'Northern Coffeeworks',(612) 353-4222,'1027 Washington Ave S',1,"'Coffee & Tea,Breakfast & Brunch'"
3152,'Revival - St. Paul',(651) 340-2355,'525 Selby Ave',1,"'Southern,Desserts,Burgers'"
3153,'The Lotus Maple Grove',(763) 762-8932,'13704 83rd Way N',1,'Vietnamese'
3154,'Friends Cafe',(651) 487-7696,'1711 Rice St',1,"'Thai,Burmese'"
3155,'Hard Times Café',,'1821 Riverside Ave',1,"'Vegetarian,Vegan,Coffee & Tea'"
3156,'Eggy’s - Minneapolis',(763) 310-3449,'120 W 14th St',1,"'Breakfast & Brunch,Diners,American (New)'"
3157,'Bep Eatery',(612) 338-5189,'100 S 5th St',1,'Vietnamese'
3158,'The Sonder Shaker',(612) 353-6557,'130 E Hennepin Ave',1,"'American (New),Cocktail Bars'"
3159,'Pizza Luce',(612) 332-2535,'2200 E Franklin Ave',1,"'Pizza,Italian,Beer Bar'"
3160,'Original Mediterranean Grill',(651) 255-7827,'788 Cleveland Ave SW',1,"'American (New),Mediterranean,Pakistani'"
3161,'Safari Express',(612) 874-0756,'920 E Lake St',1,'African'
3162,'Taqueria Victor Hugo 2',(612) 562-5990,'5801 Nicollet Ave S',1,"'Mexican,Food Trucks'"
3163,'J.D. Hoyt’s',(612) 338-1560,'301 Washington Ave N',1,"'Steakhouses,Breakfast & Brunch,Seafood'"
3164,'Pho 79',(612) 871-4602,'2529 Nicollet Ave',1,'Vietnamese'
3165,'Shish Mediterranean Grill & Café',(651) 690-2212,'1668 Grand Ave',1,"'Middle Eastern,Breakfast & Brunch,Mediterranean'"
3166,'Num-mi Vietnamese Kitchen & Grill',(612) 886-2407,'405 14th Ave SE',1,'Vietnamese'
3167,'Nightingale',(612) 354-7060,'2551 Lyndale Ave S',1,"'Breakfast & Brunch,Gluten-Free,Cocktail Bars'"
3168,'Ingebretsen Scandinavian Foods & Gifts',(612) 504-8094,'1601 E Lake St',1,'Scandinavian'
3169,'4 Bells',(612) 904-1163,'1610 Harmon Pl',1,"'Seafood,Bars'"
3170,'Tenka Ramen',(612) 825-4128,'1404 W Lake St',1,'Ramen'
3171,'Pasticceria',(651) 222-3476,'211 7th St W',1,"'Pizza,Desserts'"
3172,'P.S. Steak',(612) 886-1620,'510 Groveland Ave',0,''
3173,'Yum! Kitchen and Bakery',(952) 922-4000,'4000 Minnetonka Blvd',1,"'American (New),Bakeries,Desserts'"
3174,'Common Roots Cafe',(612) 871-2360,'2558 Lyndale Ave S',1,"'Breakfast & Brunch,American (New),Cafes'"
3175,'CoTu Oriental Cuisine',(952) 884-3295,'8907 Penn Ave S',1,"'Vietnamese,Chinese'"
3176,'Harriet Brasserie',(612) 354-2197,'2724 W 43rd St',1,"'American (New),Breakfast & Brunch,Brasseries'"
3177,'Bardo',(612) 886-8404,'222 E Hennepin Ave',1,"'American (New),Seafood,Wine Bars'"
3178,'Iron Ranger',(651) 487-1913,'1085 Grand Ave',1,"'Specialty Food,Tapas/Small Plates,Sandwiches'"
3179,'Kieran’s Irish Pub',(612) 339-4499,'601 1st Ave N',1,"'Pubs,Irish'"
3180,'Merlins Rest Pub',(612) 216-2419,'3601 E Lake St',1,"'Irish Pub,British,Burgers'"
3181,'FireLake Grill House & Cocktail Bar',(612) 216-3473,'31 S 7th St',1,"'American (Traditional),Cocktail Bars,Breakfast & Brunch'"
3182,'Evan’s Organic Eatery',(651) 440-9611,'56 6th St E',1,"'Sandwiches,Vegan,Salad'"
3183,'Safari Restaurant',(612) 353-5341,'3010 4th Ave S',1,"'African,Venues & Event Spaces'"
3184,'Black Sheep Coal Fired Pizza',(651) 227-4337,'512 Robert St N',1,"'Pizza,Bars'"
3185,'Al Vento',(612) 724-3009,'5001 34th Ave S',1,"'Italian,Bars'"
3186,'Scott Ja-Mamas',(612) 823-4450,'3 W Diamond Lake Rd',1,'Barbeque'
3187,'Cafe Ena',(612) 824-4441,'4601 Grand Ave S',1,"'Latin American,Mexican,Seafood'"
3188,'Parkway Pizza Longfellow',(612) 729-9090,'4359 Minnehaha Ave',1,'Pizza'
3189,'Dave’s Downtown',(612) 339-8787,'900 2nd Ave S',1,"'Breakfast & Brunch,Burgers,American (Traditional)'"
3190,'Nakamori Japanese Bistro',(952) 920-9980,'7101 France Ave S',1,"'Sushi Bars,Japanese'"
3191,'Redstone American Grill',(952) 903-9500,'8000 Eden Rd',1,'American (Traditional)'
3192,'Runyon’s',(612) 332-7158,'107 Washington Ave N',1,"'American (Traditional),Chicken Wings,Pubs'"
3193,'Everest on Grand',(651) 696-1666,'1278 Grand Ave',1,"'Himalayan/Nepalese,Indian'"
3194,'Ramen Kazama',(612) 353-6160,'3400 Nicollet Ave S',1,'Ramen'
3195,'St Genevieve',(612) 353-4843,'5003 Bryant Ave S',1,"'French,Bars'"
3196,'Taco Cat',(612) 723-5388,'920 E Lake St',1,'Mexican'
3197,'Q fanatic BBQ',(612) 440-6628,'6009 Nicollet Ave',1,'Barbeque'
3198,'Big Daddy’s Old Fashioned Barbeque',(651) 222-2516,'625 University Ave W',1,'Barbeque'
3199,'Khun Nai Thai Cuisine',(612) 874-7721,'2523 Nicollet Ave',1,"'Thai,Salad,Wraps'"
3200,'Crepe & Spoon',(763) 205-0978,'339 22nd Ave NE',1,"'Creperies,Vegan,Ice Cream & Frozen Yogurt'"
3201,'The Copper Hen',(612) 872-2221,'2515 Nicollet Ave',1,"'American (New),Bakeries,Desserts'"
3202,'Mancini’s Char House',(651) 224-7345,'531 7th St W',1,'Steakhouses'
3203,'Capriotti’s',(952) 217-5392,'7143 France Ave S',1,'Sandwiches'
3204,'Waldmann Brewery & Wurstery',(651) 222-1857,'445 Smith Ave N',1,"'Breweries,German'"
3205,'Parlour Bar St. Paul',(651) 207-4433,'267 W 7th St',1,"'American (New),Cocktail Bars'"
3206,'Ramen Kazama',,'1510 Como Ave Se',1,'Ramen'
3207,'Town Hall Tap',(612) 767-7307,'4810 Chicago Ave S',1,'Gastropubs'
3208,'The Freehouse',(612) 339-7011,'701 N Washington Ave',1,"'Breweries,Breakfast & Brunch,Cajun/Creole'"
3209,'Zamboni’s Pizza',(651) 225-2999,'184 W 7th St',1,"'Pizza,Italian,American (Traditional)'"
3210,'Cuzzy’s Bar & Grill',(612) 339-6211,'507 Washington Ave N',1,"'Dive Bars,Breakfast & Brunch,American (Traditional)'"
3211,'Gogi Bros House',(952) 941-4644,'6407 City W Pkwy',1,"'Korean,Barbeque,Gluten-Free'"
3212,'Turf Club',(651) 647-0486,'1601 University Ave W',1,"'Dive Bars,Music Venues,American (New)'"
3213,'New Bohemia - Northeast',(612) 331-4929,'233 E Hennepin Ave',1,"'Gastropubs,German,Beer Bar'"
3214,'Mesa Pizza',(612) 436-3006,'1323 4th St SE',1,'Pizza'
3215,'The Bachelor Farmer Cafe',(612) 206-3923,'200 N 1st St',1,"'Cafes,Coffee & Tea,Sandwiches'"
3216,'Dominguez Family Restaurant',(612) 724-8493,'3313 E 50th St',1,'Mexican'
3217,'Pizza Luce',(612) 767-8603,'800 W 66th St',1,"'Pizza,Italian'"
3218,'Lake Wine Kitchen + Bar',(651) 432-0796,'4300 Glumack Dr',1,"'Wine Bars,American (New),Sandwiches'"
3219,'Los Padres Mexican Food',(952) 944-6284,'7015 Amundson Ave',1,'Mexican'
3220,'Red Rabbit - St. Paul',(651) 444-5995,'788 Grand Ave',1,'Italian'
3221,'Sonny’s Ice Cream',(612) 824-3868,'3403 Lyndale Ave S',1,"'Ice Cream & Frozen Yogurt,American (New),Breakfast & Brunch'"
3222,'Mesob Ethiopian Restaurant',(612) 839-5868,'3915 Hiawatha Ave',0,''
3223,'Sikora’s Polish Market & Deli',(612) 789-0907,'1625 Washington St NE',1,"'Grocery,Polish,Delis'"
3224,'3 Squares Restaurant',(763) 425-3330,'12690 Arbor Lakes Pkwy',1,"'American (Traditional),Bars,Breakfast & Brunch'"
3225,'Jason’s Deli',(952) 358-9900,'7565 France Ave S',1,"'Delis,Salad,Sandwiches'"
3226,'Barbette',(612) 827-5710,'1600 W Lake St',1,"'French,American (New),Breakfast & Brunch'"
3227,'Moose & Sadie’s',(612) 371-0464,'212 3rd Ave N',1,"'Coffee & Tea,Breakfast & Brunch'"
3228,'Darbar India Grill',(612) 822-3300,'1221 W Lake St',1,'Indian'
3229,'Old Southern BBQ Smokehouse',(612) 236-4827,'4501 France Ave S',1,"'Barbeque,Salad,Sandwiches'"
3230,'Best Steak House',(651) 228-0310,'860 University Ave W',1,'Steakhouses'
3231,'The Grateful Table',(612) 839-8272,'2804 Fairview Ave N',1,"'Breakfast & Brunch,Bakeries,Sandwiches'"
3232,'Taco Taxi',(612) 722-3293,'1511 E Lake St',1,'Mexican'
3233,'FireLake Grill House & Cocktail Bar',(952) 851-4040,'2100 Killebrew Dr',1,"'American (Traditional),Cocktail Bars,Venues & Event Spaces'"
3234,'Tori Ramen',(651) 340-4955,'161 N Victoria St',1,"'Ramen,Bars,Soup'"
3235,'Sidewalk Kitchen',(612) 379-9999,'817 Washington Ave SE',1,"'Chinese,Seafood,Asian Fusion'"
3236,'Segue Coffee',(612) 236-4917,'811 11th Ave S',1,"'Coffee & Tea,Breakfast & Brunch,American (Traditional)'"
3237,'Gandhi Mahal',(612) 729-5222,'3009 27th Ave S',1,'Indian'
3238,'Taqueria El Ranchito',(612) 866-8372,'6451 Lyndale Ave S',1,'Mexican'
3239,'Mi-Sant Banh Mi',(763) 355-5947,'8540 Edinburgh Centre Dr',1,"'Sandwiches,Vietnamese,Noodles'"
3240,'Football Pizza',(612) 767-3313,'1517 Como Ave SE',1,"'Afghan,Pizza,Bakeries'"
3241,'Blue Door Pub Como Ave',(612) 367-4964,'1514 Como Ave SE',1,"'Burgers,Pubs,Chicken Wings'"
3242,'Punch Neapolitan Pizza - Eden Prarie',(952) 943-9557,'8353 Crystal View Rd',1,"'Pizza,Italian'"
3243,'Maxwell’s American Pub',(612) 354-7085,'1201 Washington Ave S',1,"'Burgers,Pubs,American (Traditional)'"
3244,'Ariana Kabob & Gyro Bistro',(952) 546-8000,'7115 Cedar Lake Rd',1,"'Mediterranean,Afghan,Greek'"
3245,'Marla’s Caribbean Cuisine',(612) 724-3088,'3761 Bloomington Ave',1,'Caribbean'
3246,'Dilla’s',(612) 332-2898,'1813 Riverside Ave N',1,'Ethiopian'
3247,'Fat Lorenzo’s',(612) 822-2040,'5600 Cedar Ave S',1,"'Pizza,Italian'"
3248,'Russian Tea House - Temp. CLOSED',(651) 646-4144,'1758 University Ave W',1,"'Russian,Tea Rooms'"
3249,'Rooster’s BBQ Deli',(651) 222-0969,'979 Randolph Ave',1,"'Barbeque,Delis'"
3250,'Shuang Cheng Restaurant',(612) 378-0208,'1320 4th St SE',1,'Chinese'
3251,'Zoup!',(651) 440-7373,'1348 Town Centre Dr',2,''
3252,'Edina Grill',(952) 927-7933,'5028 France Ave S',1,"'Cocktail Bars,Breakfast & Brunch'"
3253,'Vo’s Vietnamese Restaurant',(612) 584-3630,'3450 Lyndale Ave S',1,'Vietnamese'
3254,'Brit’s Pub',(612) 332-3908,'1110 Nicollet Mall',1,"'Pubs,British,Venues & Event Spaces'"
3255,'Grumpy’s Bar',(612) 789-7429,'2200 4th St NE',1,"'Bars,American (Traditional)'"
3256,'Jakeeno’s Pizza & Pasta',(612) 825-6827,'3555 Chicago Ave',1,"'Pizza,Italian'"
3257,'Khao Hom Thai',(612) 788-4000,'2411 Central Ave NE',1,'Thai'
3258,'Kona Grill',(952) 941-3262,'11997 Singletree Ln',1,"'American (New),Sushi Bars'"
3259,'Pho Tau Bay',(612) 874-6030,'2837 Nicollet Ave',1,'Vietnamese'
3260,'Kado No Mise',(612) 338-1515,'33 N 1st Ave',1,"'Sushi Bars,Japanese,Cocktail Bars'"
3261,'Coffee Cup',(651) 489-0020,'1446 Rice St',1,"'Coffee & Tea,Diners'"
3262,'Lela',(952) 656-5980,'5601 W 78th St',1,"'American (New),Seafood,Steakhouses'"
3263,'Malone’s Bar & Grill',(763) 447-6500,'12635 Elm Creek Blvd N',1,"'American (New),Bars,American (Traditional)'"
3264,'Convention Grill',(952) 920-6881,'3912 Sunnyside Rd',1,'Diners'
3265,'Biaggi’s Ristorante Italiano',(763) 416-2225,'12051 Elm Creek Blvd',1,'Italian'
3266,'Ike’s Food & Cocktails',(612) 746-4537,'50 S 6th St',1,"'American (Traditional),Breakfast & Brunch,Cocktail Bars'"
3267,'International Cuisine Bar and Grill',(612) 353-6296,'3508 E Lake St',1,"'Latin American,Bars'"
3268,'Kolap Restaurant',(651) 336-6108,'601 Dale St N',1,"'Cambodian,Asian Fusion'"
3269,'Mississippi Market',(651) 690-0507,'1500 W 7th St',1,"'Grocery,Delis'"
3270,'Catrinas Cerveza & Mexican Grill',(651) 493-4626,'84 Wabasha St S',0,''
3271,'Blue Door Pub Longfellow',(612) 315-2470,'3448 42nd Ave S',1,"'Burgers,Pubs,American (Traditional)'"
3272,'Baker’s Ribs',(952) 942-5337,'8019 Glen Ln',1,'Barbeque'
3273,'Peninsula Malaysian Cuisine',(612) 871-8282,'2608 Nicollet Ave S',1,'Malaysian'
3274,'TILT Pinball Bar',(612) 236-4089,'113 E 26th St',1,"'Arcades,Cocktail Bars,Hot Dogs'"
3275,'Coconut Thai',(952) 288-2888,'3948 W 50th St',1,'Thai'
3276,'Northeast Social',(612) 877-8111,'359 13th Ave NE',1,'American (New)'
3277,'St Paul Bagelry',(612) 353-4203,'5426 Nicollet Ave',1,"'Bagels,Coffee & Tea,Breakfast & Brunch'"
3278,'The Sample Room',(612) 789-0333,'2124 Marshall St NE',1,'American (New)'
3279,'Golden Thyme Coffee & Cafe',(651) 645-1340,'921 Selby Ave',1,"'Coffee & Tea,Cafes'"
3280,'Nighthawks Diner & Bar',(612) 248-8111,'3753 Nicollet Ave S',1,"'Diners,American (Traditional),Bars'"
3281,'Longfellow Grill',(612) 721-2711,'2990 W River Pkwy',1,"'American (Traditional),Breakfast & Brunch'"
3282,'Wildfire',(952) 914-9100,'8251 Flying Cloud Dr',1,"'American (Traditional),Steakhouses'"
3283,'Sweet Chow Restaurant and Bar',(612) 767-4605,'116 N 1st Ave',1,"'Asian Fusion,Vietnamese,Thai'"
3284,'Junior’s Cafe & Grill',(651) 686-5100,'1340 Duckwood Dr',1,"'Diners,American (Traditional)'"
3285,'Bacio',(952) 544-7000,'1571 Plymouth Rd',1,"'Italian,American (Traditional),Breakfast & Brunch'"
3286,'Sandy’s Tavern',(612) 869-9945,'6612 Penn Ave S',1,"'Pubs,Burgers,Sandwiches'"
3287,'The Tomato Vine',(952) 941-1699,'7134 Shady Oak Rd',1,'Cafes'
3288,'Centro At Popol Vuh',(612) 345-5527,'1414 Quincy St NE',1,"'Cocktail Bars,Mexican,Breakfast & Brunch'"
3289,'Maria’s Café',(612) 870-9842,'1113 E Franklin Ave',1,"'Latin American,Breakfast & Brunch'"
3290,'Urban Eatery',(612) 920-5000,'2730 W Lake St',1,"'American (New),Venues & Event Spaces'"
3291,'Keys at the Foshay',(612) 339-6399,'114 S 9th St',1,"'Breakfast & Brunch,American (Traditional),Bars'"
3292,'Jax Café',(612) 789-7297,'1928 University Ave NE',1,"'Steakhouses,Breakfast & Brunch,Seafood'"
3293,'Lu’s Sandwich NE',(612) 249-5129,'10 6th St NE',1,"'Vietnamese,Sandwiches,Coffee & Tea'"
3294,'Harry Singh’s Original Caribbean Restauraunt',(612) 729-6181,'2653 Nicollet Ave',1,'Caribbean'
3295,'Fish Bowl Poke',(612) 354-2516,'5 W 34th St',1,"'Hawaiian,Japanese,Poke'"
3296,'Mavericks Pizza',(651) 698-3439,'1215 Randolph Ave',1,"'Pizza,Salad,Ice Cream & Frozen Yogurt'"
3297,'Peppers & Fries',(612) 353-6730,'3900 E Lake St',1,"'Sports Bars,Burgers,Mexican'"
3298,'Shamrocks Grill and Pub',(651) 228-9925,'995 7th St W',1,'Burgers'
3299,'Gray Duck Tavern',(651) 340-9022,'345 Wabasha St',1,"'Comfort Food,Bars,Venues & Event Spaces'"
3300,'The French Hen Café',(651) 222-6201,'518 Selby Ave',1,"'Cafes,Breakfast & Brunch,French'"
3301,'Mei Inn Chinese Foods',(612) 722-6274,'4215 Bloomington Ave',1,'Chinese'
3302,'Ichiddo Ramen',(612) 345-5832,'2710 Nicollet Ave S',1,'Ramen'
3303,'Kimchi Tofu House',(612) 331-1112,'307 SE Oak St',1,"'Korean,Ramen'"
3304,'Red Stag Supperclub',(612) 767-7766,'509 1st Ave NE',1,"'American (New),Breakfast & Brunch,Venues & Event Spaces'"
3305,'The Oceanaire Seafood Room',(612) 333-2277,'50 S 6th St',1,"'Seafood,Fish & Chips'"
3306,'Riverview Wine Bar',(612) 729-4200,'3747 42nd Ave S',1,"'Wine Bars,American (New)'"
3307,'All Square',(612) 787-7164,'4047 Minnehaha Ave',0,''
3308,'Eli’s East Food & Cocktails',(612) 331-0031,'815 E Hennepin Ave',1,"'American (New),American (Traditional),Cocktail Bars'"
3309,'Frank From Philly & Andrea Pizza',(612) 208-1973,'1235 4th St. SE',1,"'Pizza,Cheesesteaks,Sandwiches'"
3310,'Bombay Palace',(612) 339-1093,'11 S 7th St',1,'Indian'
3311,'Yum! Kitchen and Bakery',(952) 933-6001,'6001 Shady Oak Rd',1,"'Bakeries,Salad,Sandwiches'"
3312,'The Wienery',(612) 333-5798,'414 Cedar Ave S',1,"'Hot Dogs,Diners,Breakfast & Brunch'"
3313,'Pizza Luce - Hopkins',(952) 767-0854,'210 Blake Rd N',1,"'Italian,Pizza,Sandwiches'"
3314,'Keefer Court Bakery & Café',(612) 340-0937,'326 Cedar Ave S',1,"'Bakeries,Chinese'"
3315,'Barley John’s Brew Pub',(651) 636-4670,'781 Old Hwy 8 SW',1,"'Gastropubs,Breweries'"
3316,"'Volstead House Whiskey Bar and Speakeasy, Eagan'",(651) 340-7175,'1278 Lone Oak Rd',1,"'Cocktail Bars,American (New)'"
3317,'Butter Bakery Café',(612) 521-7401,'3700 Nicollet Ave S',1,"'Breakfast & Brunch,Bakeries,Cafes'"
3318,'My Burger',(952) 500-9118,'3100 Excelsior Blvd',1,"'Burgers,Breakfast & Brunch,Fast Food'"
3319,'Funky Grits',(612) 367-4978,'805 E 38th St',1,"'Southern,American (New),Comfort Food'"
3320,'Emilys Lebanese Delicatessen',(612) 504-6931,'641 University Ave NE',1,"'Delis,Lebanese'"
3321,'Dakota',(612) 332-1010,'1010 Nicollet Mall',1,"'Jazz & Blues,American (New),Music Venues'"
3322,'Amore Coffee',(651) 330-0570,'879 Smith Ave',1,"'Coffee & Tea,Sandwiches'"
3323,'Bay Leaf Indian Cuisine',(651) 688-8686,'1260 Town Ctr Dr',1,"'Indian,Buffets,Desserts'"
3324,'Eden Vietnamese Restaurant',(952) 944-9603,'7130 Shady Oak Rd',1,"'Vietnamese,Chinese'"
3325,'First Crack Cafe',(763) 533-4514,'4080 W Broadway Ave',1,"'Breakfast & Brunch,Cafes'"
3326,'Chick-fil-A',(952) 888-0488,'2500 W 79th St',1,'Fast Food'
