Address,CostRange,Cuisine,Name,PhoneNumber,ZipCode
"4041 E Thomas Road, Suite 124, Phoenix",1,Mexican,Maria's Frybread and Mexican Food,(602) 957-3514,85018
"2010 East Broadway Rd, Phoenix",2,"American,BBQ",Original BBQ 2 U,(602) 595-8329,85040
"Phoenix Sky Harbor Airport, Phoenix",1,Sandwich,Kokopelli Deli,(602) 273-3300,85034
"4729 E McDowell Rd, Phoenix",1,Bar Food,Break Room Bar and Grill,(602) 267-1010,85008
"50 West Jefferson Street, Suite 240",1,American,Lucky Strike,,85003
3738 East Thomas Road,1,American,Ole Brass Rail,(602) 956-1280,85018
"2412 E Greenway Rd, Phoenix",2,Chinese,Lim's Chinese Restaurant,(602) 971-7830,85032
"4105 N 51st Ave, Phoenix",1,Mexican,Choon El Burrito Original,(623) 518-9317,85031
"Phoenix Sky Harbor Airport, Phoenix",1,Desserts,Sweet Republic,(602) 273-3300,85034
"3620 E Indian School Rd Phoenix, AZ 85018, Phoenix, AZ, Phoenix",2,"American,Beverages,Coffee and Tea,Sandwich",Sip Coffee & Beer Garage,(602) 900-5188,
"6000 E Camelback Rd, Scottsdale",1,Tea,Afternoon Tea,(480) 423-2530,85251
"1811 North 24th Street, Phoenix",1,"Mexican,Sandwich,Seafood",Tortas La Presa,(602) 275-1437,85008
"4105 N 51st Ave, Phoenix",1,Burger,Purple Turtle,(623) 247-3424,85031
"4949 E Lincoln Dr, Paradise Valley",2,"Sandwich,Healthy Food",Centro,(480) 627-3200,85253
"4825 E Warner Rd, Phoenix",1,"Pizza,Sandwich",Zzesty Zzeeks Pizza and Wings,(480) 940-5555,85044
"3767 E Broadway Rd, Phoenix",1,Healthy Food,Shortys Sandwich Shop - the Sandwich Company,(602) 753-7382,85040
"3401 W. Greenway Rd., Phoenix",1,"American,Bar Food",PI Kitchen,(855) 955-7223,85053
"5131 W McDowell Rd, Phoenix",1,Mexican,El Guero Canelo,(602) 278-8560,85035
"Location Varies, Phoenix",1,BBQ,Q Up Barbeque,(602) 471-1351,
"100 E. Camelback Road Suite 100, Phoenix",3,"American,Burger",Shake Shack,(602) 903-3240,85012
2006 W Pinnacle Peak Road,2,"American,Salad,Sandwich",Salad and Go,(480) 304-5662,85027
"6522 N 16th Street, Suite 6, Phoenix",3,"American,Bar Food",Linger Longer Lounge,(602) 264-4549,85016
"15842 N Cave Creek Road, Suite 2, Phoenix",1,"Italian,Pizza",Dino's Ristorante,(602) 493-1793,85032
7000 East Mayo Boulevard.Suite #1066,1,American,Lucky's Burgers & Hot Dog Grill,(602) 457-7776,85054
"1617 N Granite Reef Road, Scottsdale",1,"Dominican,Ecuadorian,Latin American,Puerto Rican",De Mi Tierra,(602) 670-1552,85257
"Phoenix Sky Harbor Airport, Phoenix",1,Desserts,Yogurtology,(602) 273-3300,85034
"5250 W Indian School Rd, Phoenix",1,"Burger,Fast Food",A & W All-American Food,(623) 846-3636,85031
"3410 W Van Buren St, Phoenix",1,Mexican,Hoarache Pop,(602) 442-7309,85009
"22034 N 19th Ave, Phoenix",2,"American,Bar Food",Tav,(623) 580-1282,85027
"2750 E Thomas Rd, Phoenix",1,Mexican,Filiberto's,(602) 952-9494,85016
"14640 N Cave Creek Rd, Phoenix",1,Cafe,Hempful Farms Cafe,(602) 626-8800,85022
"1747 E Camelback Rd, Phoenix",1,Mediterranean,Greka Pita,(602) 441-4018,85016
"4041 East Thomas Road, #107",2,Italian,Adela's Italian Restaurant,(602) 955-0588,85018
"10880 N 32nd St Ste 39 # 39, Phoenix",1,,Gluten Free Creations,(480) 725-6706,85028
"Location Varies, Phoenix",1,Mexican,Queso Good Quesadilla Food Truck,(602) 269-7707,85043
201 East Washington Street,1,Pizza,Fired Pie,(602) 374-3888,85004
"1638 N 40th St, Phoenix",2,Afghan,Tahoora Grill,(602) 275-1815,85008
"2720 W Bethany Home Rd, Phoenix",1,Mexican,Tacos Kissi Mexican Restaurant,(602) 296-4936,85017
"2525 E Camelback Rd, Phoenix",2,Bar Food,Merc Bar,(602) 508-9449,
"2320 E Baseline Rd, Phoenix",2,,Wingstop,(602) 892-5050,85042
4302 West Thunderbird,2,Fast Food,McDonald's,(602) 978-2240,85306
Location Varies,3,American,Chicken and Waffles for the People,(602) 670-7435,
"4000 N Central Ave, Phoenix",1,American,Cafe Creme Hilton Garden,(602) 263-1268,85012
"9617 N Metro Pkwy W, Phoenix",1,Japanese,Hibachi-San,(602) 331-8228,85051
"1219 E Glendale Ave, Phoenix",1,Mexican,Escobar Mexican Kitchen,(602) 296-4432,85020
"4550 E Cactus Rd, Phoenix",1,Thai,Thai Basil Paradise Valley,(602) 788-0899,85032
"835 North 43rd Avenue Phoenix, AZ",1,Sandwich,NY Slicers Deli,(602) 442-8000,85009
"710 E Union Hills Dr, Phoenix",1,"Coffee and Tea,Donuts",Bosa Donuts,(623) 388-6656,85024
"21001 N Tatum Blvd, Phoenix",1,,Rocky Mountain Chocolate Factory,(480) 342-9993,85050
"2448 Grand Ave, Phoenix",2,"American,Burger,Mexican",Karla's Sports Lounge & Restaurant,(602) 252-1160,85009
"2755 N 91st Ave, Phoenix",2,Pizza,Gus's New York Pizza Lounge,(623) 936-1200,85037
"10402 N Black Canyon Hwy, Phoenix",1,Bar Food,Metro Sportz Bar,(602) 997-5717,85051
"718 E Union Hills Dr, Phoenix",2,Italian,Times Square Neighborhood Italian Restaurant,(623) 582-1070,85024
"1638 E Southern Ave, Phoenix",1,Fast Food,Loaded Potato,(602) 688-5435,85040
"3121 W Peoria Ave, Phoenix",1,Japanese,Yogis Grill,(623) 242-7071,85029
"401 E Jefferson St, Phoenix",2,Southern,Lo-Lo's Chicken & Waffles,(602) 462-6500,85004
5813 N 7th Street,1,Pub Food,The Phoenix Ale Brewery Central Kitchen,(602) 313-8713,85014
"2855 W Cactus Rd,Suite 4, Phoenix",1,"Bakery,Desserts",Rainbow Donuts,(602) 866-1441,85029
"4976 Premium Outlets Way, Chandler",1,"Beverages,Ice Cream",Bananas Smoothies & Frozen Yogurt,(480) 639-1766,85226
10430 North 28th Drive,2,,Panera Bread,(602) 707-9555,85051
"13803 N 19th Ave, Phoenix",1,BBQ,Waldo's Express Barbeque,(602) 298-0324,85023
"15620 N. Tatum Boulevard, Phoenix, Northeast Phoenix, Phoenix",1,"Italian,Pizza",Venezia's New York Style Pizzeria,(602) 787-4444,85032
"4212 West Cactus Road, Phoenix",1,Mexican,Kingbertos Mexican Food,(602) 843-8770,85029
12231 N Cave Creek Road,1,Pizza,Classic Crust Pizza,,85022
3308 East Baseline Road,1,Burger,Dairy Queen Grill & Chill,(602) 368-6900,85042
"3121 W. Peoria Avenue, #104 Phoenix",1,"Taco,Mexican",Chronic Tacos,(602) 730-8223,85029
2845 West Thunderbird,1,"Fast Food,American",McDonald's,,85053
"W Culver St, Phoenix",2,"Pizza,Sandwich",Culver Wings,(574) 842-4291,
"1822 W Glendale Ave, Phoenix",1,Southern,A Taste of Soul,(602) 334-1504,85021
"2446 W Hadley St, Phoenix",1,,Jenny's,(602) 374-2154,85009
"4568 East Cactus Road, Phoenix",1,Ice Cream,Sub Zero Ice Cream,(602) 788-0442,85032
"4722 E. Ray Rd. Ste. 9, Phoenix",2,Middle Eastern,The Halal Guys,(480) 912-4405,85044
"5030 W McDowell Rd, Phoenix",2,Chinese,Best Wok,(602) 233-9440,85035
"323 W 5th Street, Washington",1,"Mexican,Peruvian",Coco Loco Peruvian and Mexican Food,(636) 432-1211,63090
"12802 N Tatum Blvd, Scottsdale",2,Coffee and Tea,Starbucks,(480) 599-4309,85254
15440 N 35th Avenue Phoenix,2,"Bakery,Cafe",Euro Bakery and Cafe,(623) 221-4040,
3848 West Pinnacle Peak Road,1,"Fast Food,American,Burger",McDonald's,,85310
"623 E Roeser Rd, Phoenix",1,"Mexican,Tex-Mex",Llamas Mexican Grill,(602) 276-6909,85040
"Various locations, Phoenix",1,Southwestern,White Eyes Fry Bread,(623) 376-2367,
2815 West. Peoria Avenue Suite #116,1,Beverages,Tropical Smoothie Cafe,(602) 944-3333,85029
"2401 E Camelback Rd, Phoenix",2,"Desserts,Sandwich",Club Bar,(602) 468-0700,85016
"5602 S Central Ave, Phoenix",1,"American,Mexican",Hot Dogs,(602) 619-1817,85040
"3520 S Central Ave, Phoenix",1,"Mexican,Seafood",Tacos Y Mariscos Choix,(602) 276-0984,85040
"620 W Dobbins Rd, Phoenix",1,Bar Food,Silver Pony Bar & Grill,(602) 268-1318,85041
"Phoenix Sky Harbor Airport, Phoenix",1,Coffee and Tea,Lola Coffee,,85034
"2318 E Indian School Rd, Phoenix",1,Mexican,La Purisima Bakery,(602) 840-4725,85016
"12302 N 32nd St, Phoenix",1,Bar Food,Eddie's Tavern,(602) 354-4810,85032
"4804 E Chandler Blvd, Phoenix",1,Coffee and Tea,Whereubean Coffee,(480) 584-3886,85048
"600 Hennepin Ave E, Minneapolis",2,"BBQ,Bar Food,Southern",Brasa Rotisserie,(612) 379-3030,55414
"112 N 3rd St, Minneapolis",3,"American,Mediterranean",112 Eatery,(612) 343-7696,55401
302 13th Avenue NE,1,"British,Seafood",The Anchor Fish & Chips,(612) 676-1300,55413
"313 14th Avenue SE, Minneapolis",1,"American,Desserts,Sandwich",Annie's Parlour,(612) 379-0744,55414
"4200 28th Ave S, Minneapolis",1,"Coffee and Tea,Desserts",A Baker's Wife's Pastry Shop,(612) 729-6898,55406
"5000 Penn Avenue S, Minneapolis",2,"European,Italian,Vegetarian",Broders' Pasta Bar,(612) 925-9202,55419
3008 Lyndale Avenue South,2,"American,Sandwich",Caffrey's Deli & Subs,,55408
645 Hennepin Avenue,4,"Brazilian,Steak",Fogo de Chao Brazilian Steakhouse,,55402
"4801 Minnehaha Ave, Minneapolis",1,Seafood,Sea Salt Eatery,(612) 721-8990,55417
"413 14th Ave SE, Minneapolis",1,"American,Breakfast,Coffee and Tea",Al's Breakfast,(612) 331-9991,55414
"3500 Cedar Ave S, Minneapolis",1,"Burger,Bar Food,Sandwich",Matt's Bar,(612) 722-7072,55407
"831 Nicollet Mall, Minneapolis",3,"Italian,Mediterranean,Seafood",Zelo,(612) 333-7000,55402
50 South Sixth Street.,4,"American,Desserts,Seafood",The Oceanaire Seafood Room,(612) 333-2277,55402
"2719 Nicollet Ave S, Minneapolis",1,"Asian,Vietnamese",Quang,(612) 870-4739,55408
"600 Washington Ave N, Minneapolis",2,Pizza,Black Sheep Pizza,(612) 342-2625,55401
3756 Grand Avenue South,2,"Caribbean,Cuban",Victor's 1959 Cafe,(612) 827-8948,55409
"80 South 9th Street, Downtown Minneapolis",3,"African,Breakfast,Sandwich",Hell's Kitchen Inc.,(612) 332-4700,55402
"330 E. Hennepin Ave., Minneapolis",2,"Japanese,Sushi",Masu Sushi & Robata,(612) 332-6278,55414
528 University Avenue SE,3,"American,Mediterranean,Vegetarian",Restaurant Alma,(612) 379-4909,55414
"925 Nicollet Mall, Minneapolis",2,Mexican,Barrio,(612) 333-9953,55402
"3800 Nicollet Ave, Minneapolis",2,"American,Breakfast",Blackbird Cafe,(612) 823-4790,55409
4204 28th Avenue South,2,"American,Burger,Bar Food",Buster's on 28th,(612) 729-0911,55406
"1110 Nicollet Mall, Minneapolis",2,"British,European,Bar Food",Brit's Pub,(612) 332-3908,55403
50 South 6th Street,2,"American,Breakfast,Burger",Ike's Food & Cocktails,(612) 746-4537,55402
"2726 W 43rd St, Minneapolis",2,"American,Breakfast",Tilia,(612) 354-2806,55410
3009 27th Avenue South,2,"Indian,Vegetarian",Gandhi Mahal,(612) 729-5222,55406
"114 South 9th Street, Downtown Business District",2,"American,Breakfast",Keys Foshay Bar and Grill,(612) 339-6399,55402
"3070 Excelsior Blvd, Minneapolis",2,"Asian,Japanese,Sushi",Wakame Sushi & Asian Bistro,(612) 886-2484,55416
"2814 E 38th St, Minneapolis",2,"American,BBQ",Ted Cook's 19th Hole Barbeque,(612) 721-2023,55406
"3761 Bloomington Ave S, Minneapolis",2,"Caribbean,Seafood,Vegetarian",Marla's Carribean Cuisine,(612) 724-3088,55407
"3001 Hennepin Avenue, Uptown",2,"Asian,Thai,Vegetarian",Chiang Mai Thai Restaurant,(612) 827-1606,55408
801 Hennepin Avenue,4,"American,Seafood,Steak",The Capital Grille,(612) 692-9000,55402
"1928 University Ave NE, Minneapolis",4,"American,Steak",Jax Cafe,(612) 789-7297,55418
"3226 W Lake St, Minneapolis",2,"Italian,Pizza,Healthy Food",Punch Neapolitan Pizza,(612) 929-0006,55416
"2422 Central Ave NE, Minneapolis",2,Thai,Sen Yai Sen Lek,(612) 781-3046,55418
"1007 W Franklin Ave, Minneapolis",1,"Coffee and Tea,Desserts,Vegetarian",Sebastian Joe's Ice Cream Cafe,(612) 870-0065,55405
"2308 W 50th Street, Minneapolis",1,"Italian,Pizza,Sandwich",Broders' Cucina Italiana,(612) 925-3113,55410
"813 West 50th St, Minneapolis",2,"Burger,British,Bar Food",George & the Dragon,(612) 208-1047,55419
641 University Avenue NE,2,"Mediterranean,Middle Eastern,Sandwich",Emily's Lebanese Deli,(612) 379-4069,55413
"4321 Upton Ave S, Minneapolis",1,"Desserts,Ice Cream",Sebastian Joe's Ice Cream Cafe,(612) 926-7916,55410
"2532 Nicollet Ave, Minneapolis",1,"Asian,Sandwich,Vietnamese",Jasmine Deli,(612) 870-4700,55404
"2916 Hennepin Ave, Minneapolis",4,"Asian,Caribbean,Latin American",Chino Latino,(612) 824-7878,55408
"1600 W Lake St, Minneapolis",4,"American,French",Barbette,(612) 827-5710,55408
"600 W Lake St, Minneapolis",3,"Asian,Japanese,Sushi",Fuji Ya,(612) 871-4055,55408
"931 Nicollet Mall, Minneapolis",2,"British,European,Bar Food",The Local,(612) 904-1000,55402
"306 E Hennepin Ave, Minneapolis",2,"American,Pizza",Pizza Nea,(612) 331-9298,55414
920 2nd Avenue South Ste 100,4,"American,Steak",Ruth's Chris Steak House - Minneapolis,(612) 672-9000,55402
"5325 Lyndale Ave S, Minneapolis",2,"European,Italian,Vegetarian",Prima,(612) 827-7376,55419
"2529 Nicollet Ave, Minneapolis",1,"Asian,Chinese,Vietnamese",Pho 79,(612) 871-4602,55404
4741 Chicago Avenue,2,"Asian,Japanese,Sushi",Bagu Sushi & Thai,(612) 823-5254,55407
"23 NE 4th St, Minneapolis",2,Indian,Gorkha Palace,(612) 886-3451,55413
"920 E Lake St, Minneapolis",1,Sandwich,Salty Tart,(612) 874-9206,55407
2211 Johnson Street NE,1,"Asian,Vietnamese",Que Viet Village House,(612) 781-4744,55418
"810 W Lake Street, Minneapolis",2,"American,Breakfast,Bar Food",Bryant Lake Bowl,(612) 825-3737,55408
"327 14th Ave SE, Minneapolis",3,"American,European,Italian",Loring Pasta Bar,(612) 378-4849,55414
"2548 Hennepin Ave, Minneapolis",2,"American,Breakfast,Burger",Uptown Diner,(612) 874-0481,55405
"323 13th Ave NE, Minneapolis",2,"American,French,Steak",Erte Restaurant & Peacock Lounge,(612) 623-4211,55413
"2124 Marshall St NE, Minneapolis",2,"American,Breakfast,Tapas",Sample Room,(612) 789-0333,55418
"4601 Grand Ave S, Minneapolis",3,"Latin American,Mexican",Cafe Ena,(612) 824-4441,55419
"3101 E 42nd St, Minneapolis",1,"American,Pizza",Chris & Rob's Chicago's Taste Authority,(612) 729-5507,55406
"359 13th Ave. NE, Minneapolis",3,American,Northeast Social,(612) 877-8111,55413
"4810 Chicago Avenue, Minneapolis",1,"American,Bar Food",Town Hall Tap,(612) 767-7307,55417
"5555 Xerxes Ave S, Minneapolis",3,"American,European,French",Cave Vin,(612) 922-0100,55410
"1221 West Lake Street #106, Minneapolis",2,Indian,Darbar India Grill,(612) 822-3300,55408
"3002 W 50th St, Minneapolis",1,"Italian,Pizza,Sandwich",Michelangelo's Pizza,(612) 920-6945,55410
"1939 5th Street S (corner of Riverside and 20th Ave East), Minneapolis",1,"African,Mediterranean",Afro Deli & Coffee,(612) 871-5555,55454
"4215 Bloomington Ave, Minneapolis",1,Chinese,Mei Inn,(612) 722-6274,55407
1400 West Lake Street,3,"American,Seafood,Southern",Stella's Fish Café & Prestige Oyster Bar,(612) 824-8862,55408
"700 Hennepin Ave, Minneapolis",3,"Japanese,Steak,Sushi",Seven Sushi Ultralounge and Skybar,(612) 238-7777,55403
"2558 Lyndale Ave S, Minneapolis",2,Breakfast,Common Roots Cafe,(612) 871-2360,55405
"3001 Hennepin Ave, Minneapolis",3,"Asian,Japanese,Seafood",Sushi Tango,(612) 822-7787,55408
"4244 Nicollet Ave, Minneapolis",1,"American,Bar Food",The Lowbrow,(612) 208-0720,55409
"2632 Nicollet Ave, Minneapolis",2,"Greek,Mediterranean,Middle Eastern",Christos,(612) 871-2111,55408
"1840 Central Ave NE, Minneapolis",2,"Breakfast,Mexican",Maya Cuisine,(612) 789-0775,55418
"2451 Hennepin Avenue, Uptown",2,Italian,Rinata,(612) 374-8998,55405
"2512 Hennepin Ave, Minneapolis",2,"Asian,Indian,International",Namaste Café,(612) 827-2496,55405
"2917 Lyndale Ave S, Minneapolis",2,"Pizza,Bar Food,Vegetarian",Galactic Pizza,(612) 824-9100,55408
"3220 West Lake St, Minneapolis",1,"American,Breakfast",Rustica Bakery,(612) 822-1119,55416
"1510 Como Ave SE, Minneapolis",2,"Japanese,Sushi",Obento-Ya Japanese Bistro,(612) 331-1432,55414
"1225 Hennepin Ave, Minneapolis",2,"American,Breakfast",Eli's Food & Cocktails,(612) 332-9997,55403
"1113 E Franklin Avenue, Minneapolis",2,"Breakfast,Latin American",Maria's Cafe,(612) 870-9842,55404
"421 14th Ave SE, Minneapolis",2,"American,International,Middle Eastern",Kafe 421,(612) 623-4900,55414
"1424 W 28th St, Minneapolis",1,"Breakfast,Coffee and Tea",Isles Bun & Coffee,(612) 870-4466,55408
"96 Broadway Street NE, Minneapolis",3,"Italian,Pizza",Element Wood Fire Pizza,(612) 379-3028,55413
4359 Minnehaha Avenue,2,"Pizza,Sandwich",Parkway Pizza Longfellow,(612) 729-9090,55406
"4711 Hiawatha Ave, Minneapolis",3,"Asian,Chinese",Crystal Garden,(612) 722-9358,55406
"5412 Penn Ave S, Minneapolis",1,"Asian,Chinese",Kwan's Chinese Cuisine,(612) 922-3432,55419
"2852 Johnson Street NE, Minneapolis",1,"Coffee and Tea,Desserts,Sandwich",The Coffee Shop NE,(612) 259-8478,55418
"1900 Marshall St NE, Minneapolis",2,"Pizza,Bar Food,Sandwich",Psycho Suzi's Motor Lounge,(612) 788-9069,55418
"509 1st Ave NE, Minneapolis",3,"American,Breakfast,Steak",Red Stag SupperClub,(612) 767-7766,55413
"2940 Lyndale Ave S, Minneapolis",2,"Asian,Japanese,Bar Food",Moto-I,(612) 821-6262,55408
"603 Washington Ave N, Minneapolis",2,"Burger,Sandwich,Seafood",Smack Shack,(612) 259-7288,55401
"1010 Nicollet Mall, Minneapolis",3,"American,Desserts",Dakota Jazz Club & Restaurant,(612) 332-1010,55403
"2608 Nicollet Ave, Minneapolis",2,"Asian,Chinese,Malaysian",Peninsula,(612) 871-8282,55408
"65 Main St SE, Minneapolis",2,Coffee and Tea,Wilde Roast Cafe,(612) 331-4544,55414
5401 Nicollet Avenue South,3,"American,Desserts",Wise Acre Eatery,(612) 354-2577,55419
2922 Lyndale Avenue South,2,"Burger,Bar Food",The Herkimer,(612) 821-0101,
"1430 Washington Ave S, Minneapolis",2,"American,International,Bar Food",Minneapolis Town Hall Brewery,(612) 339-8696,55454
"903 Washington Avenue South, 2nd Floor",4,"Asian,Japanese,Sushi",Wasabi Sushi Fusion,(612) 339-6688,55415
"626 W Lake St, Minneapolis",2,"Greek,Mediterranean,Middle Eastern",It's Greek To Me,(612) 825-9922,55408
"19 5th St NE, Minneapolis",2,"European,Greek,Mediterranean",Gardens of Salonica,(612) 378-0611,55413
"1420 Nicollet Avenue, Minneapolis",2,Mexican,Salsa a la Salsa,(612) 813-1970,55403
"2743 Lyndale Ave S, Minneapolis",2,"Desserts,International,Bar Food",World Street Kitchen,(612) 424-8855,55408
"800 Washington Ave N, Minneapolis",2,"American,Sandwich",Be'Wiched,(612) 767-4330,55401
125 SE Main Street,2,"American,Coffee and Tea,Desserts",Aster Cafe,(612) 379-3138,55414
"4000 E Lake St, Minneapolis",1,"Mexican,Sandwich",El Norteno,(612) 722-6888,55406
"1325 4th St SE, Minneapolis",1,"Asian,Chinese,Vietnamese",Camdi Chinese-Vietnamese,(612) 331-4194,55414
"5800 Cedar Ave S, Minneapolis",1,"American,Burger,Bar Food",5-8 Club,(612) 823-5858,55417
"820 Marquette Ave, Minneapolis",2,"Asian,Indian,Vegetarian",Bombay Bistro,(612) 312-2800,55402
"1601 W Lake St, Minneapolis",3,"European,Italian",Amore Victoria,(612) 823-0250,55408
"800 LaSalle Plaza, Minneapolis",2,American,Rock Bottom Brewery,(612) 332-2739,55402
"607 Washington Avenue South, Downtown Minneapolis",3,"Asian,Seafood,Thai",Sawatdee,(612) 338-6451,55415
"2112 Hennepin Avenue, Minneapolis",2,"American,Burger,Seafood",The Lowry Uptown,(612) 341-2112,55405
"1 E 26th St, Minneapolis",3,"European,German,Bar Food",Black Forest Inn,(612) 872-0812,55404
"600 Hennepin Ave, Minneapolis",1,"American,European,Bar Food",Kieran's Irish Pub,(612) 339-4499,55403
2933 Lyndale Avenue South,2,"American,Breakfast,Coffee and Tea",Muddy Waters,(612) 872-2232,55408
"414 Cedar Ave S, Minneapolis",1,"Breakfast,Burger",Wienery,(612) 333-5798,55454
"3001 Hennepin Ave, Minneapolis",2,"American,BBQ,Burger",Famous Dave's BBQ and Blues,(612) 822-9900,55408
"221 Cedar Ave S, Minneapolis",1,American,Republic,(612) 338-6146,55454
"2828 Lyndale Ave S, Minneapolis",1,"American,Breakfast",Egg and I,(612) 872-7282,55408
"3501 Nicollet Ave, Minneapolis",2,"Breakfast,Latin American",Hola Arepa,(612) 345-5583,55408
"1933 Colfax Ave S, Minneapolis",4,"American,Seafood,Steak",Burch Steak & Pizza Bar,(612) 843-1515,55403
"3804 Grand Ave S, Minneapolis",3,"British,European,French",Grand Cafe,(612) 822-8260,55409
"219 3rd Ave N, Minneapolis",3,"American,Steak",Monte Carlo Bar & Cafe,(612) 333-5900,55401
5607 Chicago Avenue,2,"American,European,Italian",First Course Bistro,(612) 825-6900,55417
"809 West 50th Street, Lynnhurst",1,"American,Desserts",The Malt Shop,(612) 824-1352,55419
"903 Washington Ave S, Minneapolis",3,"American,Japanese,Mediterranean",Sanctuary Restaurant,(612) 339-5058,55415
"901 Washington Ave SE, Minneapolis",1,"Asian,Chinese",Hong Kong Noodle,(612) 379-9472,55414
"2819 Hennepin Ave, Minneapolis",2,"Asian,Japanese,Sushi",Kiku Bistro,(612) 872-1778,55408
"4762 Chicago Avenue South, Minneapolis",1,"Breakfast,Sandwich",Turtle Bread Company,(612) 823-7333,55407
"5000 Hiawatha Ave, Minneapolis",2,"American,BBQ",Cap's Grille,(612) 722-2277,55417
"822 W 36th St, Minneapolis",1,"American,Coffee and Tea,Vegetarian",Gigi's Cafe,(612) 825-0818,55408
"3700 Nicollet Ave, Minneapolis",1,"Breakfast,Coffee and Tea,Desserts",Butter Bakery Cafe,(612) 521-7401,55409
2412 Central Avenue NE,1,"Mexican,Vegetarian",El Taco Riendo,(612) 781-3000,55418
"303 E Hennepin Ave, Minneapolis",1,"American,Sandwich,Vegetarian",Surdyk's,(612) 379-3232,55414
"212 3rd Ave N, Minneapolis",1,"American,Breakfast,Coffee and Tea",Moose & Sadie's,(612) 371-0464,55401
"1029 Marshall St NE, Minneapolis",1,Bar Food,The 1029 Bar & Smack Shack,(612) 379-4322,55413
"400 Hennepin Ave E, Minneapolis",2,"American,Breakfast",Whitey's World Famous Saloon,(612) 623-9478,55414
"813 W 36th St, Minneapolis",1,"Breakfast,Diner",Our Kitchen,(612) 825-3718,55408
2837 Nicollet Avenue,1,"Asian,Vietnamese",Pho Tau Bay,(612) 874-6030,55408
"3421 W 44th St, Minneapolis",1,Sandwich,Turtle Bread Company,(612) 924-6013,55410
